,Genome,time_create,mother,age
3739,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,370,3541,29
3740,Down Eat Chemo Left Eat Left,370,3635,1
3741,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,370,3637,18
3742,Down Eat Chemo Up Right,370,3671,1
3743,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,370,3683,5
3744,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,370,3689,51
3745,Down Eat Chemo Up Right,370,3715,2
3746,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,371,3564,18
3747,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,371,3689,3
3748,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,371,3690,10
3749,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,371,3701,35
3750,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,371,3709,15
3751,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,371,3733,1
3752,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,371,3737,13
3753,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,372,3586,8
3754,Down Eat Chemo Left Eat Left,372,3653,8
3755,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,372,3729,4
3756,Down Eat Chemo Up Right,372,3735,1
3757,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,372,3736,4
3758,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,372,3741,13
3759,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,373,3633,1
3760,Down Eat Chemo Up Right,373,3654,1
3761,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,373,3688,23
3762,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,373,3694,10
3763,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,373,3733,2
3764,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,373,3750,37
3765,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,374,3567,9
3766,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,374,3586,3
3767,Down Eat Chemo Left Eat Left,374,3635,1
3768,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,374,3657,10
3769,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,374,3757,51
3770,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,375,3519,24
3771,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,375,3564,9
3772,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,375,3633,7
3773,Down Eat Chemo Up Right,375,3654,2
3774,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,375,3666,7
3775,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,375,3673,20
3776,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,375,3689,3
3777,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,376,3599,1
3778,Down Eat Chemo Left Eat Left,376,3635,13
3779,Down Eat Chemo Up Right,376,3654,1
3780,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,376,3683,1
3781,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,376,3688,3
3782,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,376,3698,7
3783,Down Eat Chemo Left Eat Left,376,3734,16
3784,Down Eat Chemo Up Right,376,3773,24
3785,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,377,3657,10
3786,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,377,3741,5
3787,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,377,3749,5
3788,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,377,3769,8
3789,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,377,3774,8
3790,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,378,3599,16
3791,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,378,3683,45
3792,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,378,3704,51
3793,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,378,3753,6
3794,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,378,3768,2
3795,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,378,3771,2
3796,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,378,3781,0
3797,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,378,3782,19
3798,Down Eat Chemo Left Eat Left,378,3783,11
3799,Down Eat Chemo Up Right,378,3784,5
3800,Down Eat Chemo Up Right,379,3654,1
3801,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,379,3730,3
3802,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,379,3789,1
3803,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,380,3663,1
3804,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,380,3737,12
3805,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,380,3748,15
3806,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,380,3761,0
3807,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,380,3772,6
3808,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,381,3506,30
3809,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,381,3567,1
3810,Down Eat Chemo Up Right,381,3654,3
3811,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,381,3733,9
3812,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,381,3771,14
3813,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,381,3785,2
3814,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,381,3789,1
3815,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,381,3801,18
3816,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,382,3564,6
3817,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,382,3764,2
3818,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,382,3805,27
3819,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,383,3567,13
3820,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,383,3705,7
3821,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,383,3749,2
3822,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,383,3750,6
3823,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Right Right Up Chemo Chemo Chemo Eat Foto Foto Down Left Left Eat Eat Up Left Right Eat Right,383,3752,5
3824,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,383,3761,13
3825,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,383,3789,26
3826,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,383,3807,3
3827,Down Eat Chemo Up Right,383,3810,5
3828,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,384,3636,2
3829,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,384,3663,1
3830,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,384,3694,3
3831,Down Eat Chemo Left Eat Left,384,3778,3
3832,Down Eat Chemo Up Right,384,3784,1
3833,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,384,3785,1
3834,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,384,3797,8
3835,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,384,3807,3
3836,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,384,3811,2
3837,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,384,3818,1
3838,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,384,3826,8
3839,Eat Right Down Up Foto Down Up Chemo Foto,385,3628,3
3840,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,385,3805,8
3841,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,385,3812,2
3842,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,385,3816,7
3843,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,385,3820,51
3844,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Right Right Up Chemo Chemo Chemo Eat Foto Foto Down Left Left Eat Eat Up Left Right Eat Right,385,3823,6
3845,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,386,3728,21
3846,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,386,3749,13
3847,Down Eat Chemo Up Right,386,3784,0
3848,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,386,3785,5
3849,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,386,3804,1
3850,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,386,3818,29
3851,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,386,3830,50
3852,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,386,3834,12
3853,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,387,3538,3
3854,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,387,3663,1
3855,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,387,3696,1
3856,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,387,3812,42
3857,Down Eat Chemo Up Right,387,3827,5
3858,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,387,3835,13
3859,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,388,3633,9
3860,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,388,3683,1
3861,Down Eat Chemo Left Eat Left,388,3778,6
3862,Down Eat Chemo Left Eat Left,388,3783,0
3863,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,388,3804,2
3864,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,388,3819,4
3865,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,388,3838,2
3866,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,388,3848,46
3867,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,388,3851,51
3868,Eat Right Down Up Foto Down Up Chemo Foto,389,3628,5
3869,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,389,3663,2
3870,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,389,3686,51
3871,Chemo Down Chemo Eat Chemo Up Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Foto Down Left Left Eat Eat Left Right Eat Right Foto,389,3696,17
3872,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,389,3812,1
3873,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Right Right Up Chemo Chemo Chemo Eat Foto Foto Down Left Left Eat Eat Up Left Right Eat Right,389,3844,14
3874,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,389,3853,17
3875,Down Eat Chemo Up Right,389,3857,1
3876,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,390,3683,1
3877,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,390,3770,2
3878,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,390,3842,4
3879,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,390,3851,51
3880,Down Eat Chemo Left Eat Left,390,3861,2
3881,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,391,3599,19
3882,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3673,14
3883,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3761,3
3884,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3775,4
3885,Down Eat Chemo Up Right,391,3784,51
3886,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3825,8
3887,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3838,0
3888,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,391,3842,8
3889,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,391,3843,16
3890,Down Eat Chemo Up Right,391,3857,3
3891,Down Eat Chemo Left Eat Left,391,3861,7
3892,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,391,3874,15
3893,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Eat Down Foto Down Eat Down Up Up Left Right Chemo Eat Eat Left,391,3878,50
3894,Down Eat Chemo Left Eat Left,391,3880,1
3895,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,392,3663,3
3896,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,392,3683,2
3897,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,392,3840,8
3898,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,392,3858,51
3899,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,392,3866,1
3900,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Right Right Up Chemo Chemo Chemo Eat Foto Foto Down Left Left Eat Eat Up Left Right Eat Right,392,3873,23
3901,Eat Foto Right Chemo Chemo Left Right Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Eat Right Left Eat Foto Down Foto,393,3770,11
3902,Down Eat Chemo Up Right,393,3784,1
3903,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,393,3797,1
3904,Eat Right Down Up Foto Down Down Chemo Left Left Chemo Left Foto Right Eat Chemo Chemo Right Eat Down Foto Down Up Chemo Foto,393,3819,40
3905,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,393,3825,25
3906,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,393,3856,8
3907,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,393,3859,2
3908,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,393,3882,51
3909,Down Eat Chemo Up Right,393,3890,4
3910,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,394,3618,50
3911,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,394,3761,20
3912,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,394,3790,2
3913,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,394,3808,1
3914,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,394,3815,5
3915,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,394,3866,16
3916,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,394,3897,3
3917,Eat Right Down Up Foto Down Up Chemo Foto,395,3628,6
3918,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,395,3633,9
3919,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,395,3683,10
3920,Down Eat Chemo Up Right,395,3784,2
3921,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,395,3797,0
3922,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,395,3881,51
3923,Down Eat Chemo Up Right,395,3885,1
3924,Down Eat Chemo Up Right,395,3909,5
3925,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,396,3663,32
3926,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,396,3808,1
3927,Down Left Foto Left Down Chemo Foto Eat Foto Foto Down Chemo Chemo Eat Right Down Left Chemo Eat Foto Down Up Chemo Chemo Foto,396,3850,38
3928,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,396,3852,2
3929,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Foto Down Foto Down Eat Down Up Up Left Right Chemo,396,3856,13
3930,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,396,3859,6
3931,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,396,3866,4
3932,Down Eat Chemo Up Right,396,3909,2
3933,Down Eat Chemo Up Right,396,3924,1
3934,Down Eat Chemo Up Right,397,3784,0
3935,Eat Foto Right Chemo Chemo Left Chemo Foto Eat Chemo Chemo Foto Left Right Down Up Down Down Up Right Left Eat Foto Down Chemo Chemo Right Eat Chemo Chemo Foto Left Right Down Up Down Down,397,3845,25
3936,Chemo Down Chemo Eat Chemo Down Up Left Right Eat Right Foto Right Up Chemo Chemo Down Eat Foto Down Left Down Eat Eat,397,3874,1
3937,Down Left Foto Foto Down Chemo Foto Eat Foto Foto Down Chemo Up Eat Right Down Foto Chemo Eat Foto Right Up Chemo Chemo Foto Down Chemo Right,397,3881,1
3938,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,397,3882,19
3939,Right Down Chemo Left Left Eat Eat Left Eat Left Down Right Right Down Eat Down Foto Down Eat Down Up Up Left Right Chemo Eat Eat Left,397,3893,3
3940,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,397,3911,2
